GHI (kWh/m²/day),DNI (kWh/m²/day),DHI (% of GHI),Snowfall (mm/year),Quarter1-Cloud cover,Quarter1-Sunshine duration,Quarter1-Ambient temperature,Quarter1-Relative humidity,Quarter1-Precipitation,Quarter2-Cloud cover,Quarter2-Sunshine duration,Quarter2-Ambient temperature,Quarter2-Relative humidity,Quarter2-Precipitation,Quarter3-Cloud cover,Quarter3-Sunshine duration,Quarter3-Ambient temperature,Quarter3-Relative humidity,Quarter3-Precipitation,Quarter4-Cloud cover,Quarter4-Sunshine duration,Quarter4-Ambient temperature,Quarter4-Relative humidity,Quarter4-Precipitation,YearlyCloud cover,Sunshine duration,Ambient temperature,Relative humidity,Precipitation,Label (Yes/No)
5.569,5.925,20.48,54.0,13.53,8.46,25.92,43.1,337.79,46.26,10.93,22.51,55.86,148.23,19.3,8.06,16.42,36.59,172.78,48.22,7.88,33.05,31.44,71.61,31.83,8.83,24.48,41.75,730.41,Yes
2.319,1.873,52.89,414.5,60.57,4.59,24.1,73.29,563.17,96.56,3.04,34.43,70.87,648.03,97.34,3.0,11.89,89.4,718.6,58.84,2.42,2.81,84.9,577.66,78.33,3.26,18.31,79.62,2507.46,No
2.337,3.566,50.47,257.4,92.38,5.52,21.84,76.45,718.42,59.47,0.29,11.37,91.81,721.23,81.86,5.71,-0.38,71.82,601.57,98.31,3.02,-2.42,76.64,466.8,83.0,3.64,7.6,79.18,2508.02,No
1.575,2.209,46.25,241.9,85.39,2.35,43.96,98.96,674.94,97.72,1.23,32.55,79.65,646.99,68.69,1.74,42.94,76.3,659.46,83.73,1.82,17.92,74.29,720.45,83.88,1.78,34.34,82.3,2701.84,No
5.534,4.13,15.99,70.2,24.72,10.03,31.63,62.63,64.56,29.45,10.4,30.48,59.23,85.56,17.7,9.54,29.82,35.96,39.26,38.67,7.8,18.33,27.39,118.09,27.64,9.44,27.56,46.3,307.47,Yes
4.677,4.714,17.71,85.5,11.28,6.46,20.48,29.99,86.95,41.92,9.38,15.12,41.47,152.96,14.56,10.06,29.04,56.04,273.18,10.0,11.72,31.28,65.2,5.87,19.44,9.4,23.98,48.18,518.96,Yes
2.422,3.746,51.24,191.2,82.19,5.53,19.82,92.01,739.16,84.52,0.61,7.23,87.85,478.33,97.88,2.43,17.86,91.05,571.59,69.11,0.46,24.82,96.03,632.16,83.42,2.26,17.43,91.74,2421.24,No
5.096,4.717,15.95,89.2,10.45,6.01,31.54,69.84,272.66,10.61,7.36,34.44,60.43,212.55,19.47,6.09,15.42,50.6,8.19,49.75,7.1,29.21,27.75,202.54,22.57,6.64,27.65,52.16,695.94,Yes
4.294,5.964,21.74,11.5,37.79,8.65,33.9,27.08,241.06,25.28,11.74,21.6,68.11,338.06,20.82,10.82,34.91,32.63,163.79,30.81,7.77,15.31,31.01,105.73,28.68,9.75,26.43,39.71,848.64,Yes
3.643,2.943,27.08,220.4,80.82,2.01,20.66,97.28,506.26,66.79,4.92,10.94,72.34,442.85,97.44,5.6,6.24,86.61,426.51,83.73,1.11,-2.51,94.75,497.03,82.2,3.41,8.83,87.74,1872.65,No
2.405,1.535,45.27,157.9,60.55,0.72,21.02,72.85,471.13,72.59,1.01,17.31,80.28,697.72,89.75,5.96,21.45,87.26,729.99,69.98,3.33,13.95,86.38,405.29,73.22,2.76,18.43,81.69,2304.13,No
2.087,2.233,44.93,493.3,60.87,5.92,30.72,94.78,408.62,65.02,0.35,13.58,99.44,414.48,78.12,0.04,30.63,75.92,423.59,66.85,4.63,0.33,76.9,378.17,67.72,2.74,18.81,86.76,1624.86,No
2.752,3.251,26.09,456.3,88.49,1.5,44.06,75.38,717.78,66.22,4.58,17.82,92.09,433.42,63.48,0.6,38.26,78.89,635.43,91.01,5.41,0.31,96.79,448.97,77.3,3.02,25.11,85.79,2235.6,No
5.33,4.892,22.92,75.8,46.42,6.09,31.18,66.92,295.99,15.21,6.49,15.42,51.44,236.13,49.48,8.39,21.64,51.22,309.6,47.47,10.82,23.53,51.75,321.11,39.64,7.95,22.94,55.33,1162.83,Yes
5.753,4.727,17.97,29.6,39.02,7.38,15.02,55.76,64.19,14.18,7.43,22.6,43.8,16.71,48.82,10.3,21.46,35.93,168.2,35.05,6.88,18.78,62.97,96.1,34.27,8.0,19.47,49.62,345.2,Yes
1.627,1.512,53.57,220.6,95.73,1.3,38.06,72.06,472.74,98.66,1.39,1.65,95.71,419.18,54.87,1.94,26.77,91.32,705.46,77.05,2.36,12.94,95.41,646.43,81.58,1.75,19.86,88.62,2243.81,No
4.775,6.25,21.88,98.6,40.68,11.65,19.32,58.57,7.58,36.83,8.82,21.94,63.12,320.35,10.89,9.66,22.36,40.78,312.02,22.39,11.66,18.59,53.14,252.04,27.7,10.45,20.55,53.9,891.99,Yes
4.986,5.747,15.88,71.3,48.91,9.22,24.97,29.37,237.67,33.62,9.91,15.52,47.44,223.1,18.3,7.25,20.52,55.59,227.35,43.83,7.77,33.24,57.19,148.13,36.16,8.54,23.56,47.4,836.25,Yes
2.457,1.767,29.7,434.8,87.49,2.29,36.42,72.42,609.29,93.41,5.03,13.64,92.36,535.3,92.01,3.18,33.24,72.36,596.26,77.51,3.66,29.78,97.54,669.63,87.6,3.54,28.27,83.67,2410.48,No
5.416,5.179,19.96,73.2,13.51,10.01,32.92,22.89,52.75,38.67,8.62,23.07,26.85,190.04,15.06,8.86,30.27,32.91,180.29,49.68,10.12,31.83,40.74,287.95,29.23,9.4,29.52,30.85,711.03,Yes
2.597,2.684,46.56,192.4,56.74,5.27,26.7,71.82,735.39,84.65,0.91,43.46,80.96,744.19,55.16,0.96,27.87,70.66,382.01,89.6,1.01,40.94,82.78,702.62,71.54,2.04,34.74,76.55,2564.21,No
2.431,3.169,46.01,100.7,65.61,1.52,37.0,95.99,481.46,55.1,1.23,3.83,77.12,462.99,73.99,1.92,22.99,80.32,680.5,97.54,2.42,-2.53,77.19,413.2,73.06,1.77,15.32,82.66,2038.15,No
5.379,5.751,19.07,54.8,47.7,7.0,20.85,27.6,297.08,12.48,6.49,20.97,45.71,152.35,11.79,11.74,34.06,33.97,274.32,33.14,7.42,20.24,44.56,157.21,26.28,8.16,24.03,37.96,880.96,Yes
4.377,6.09,24.36,13.7,29.53,7.55,30.09,56.08,52.83,45.08,7.09,30.95,42.85,123.1,16.33,7.01,28.24,47.52,45.78,14.51,6.43,29.88,55.59,21.91,26.36,7.02,29.79,50.51,243.62,Yes
6.383,5.532,23.01,40.7,22.79,8.78,17.94,37.85,321.61,11.52,6.91,17.5,40.15,373.87,16.93,6.87,33.3,64.1,12.09,40.07,9.93,30.35,44.73,371.77,22.83,8.12,24.77,46.71,1079.34,Yes
2.018,3.056,45.3,477.5,61.62,0.35,27.67,92.21,481.2,78.54,0.36,43.0,73.3,400.34,52.21,2.56,-0.14,92.34,712.08,63.01,3.77,-2.88,81.6,484.85,63.84,1.76,16.91,84.86,2078.47,No
2.488,1.769,58.93,169.8,81.66,0.5,29.42,72.85,461.07,82.35,1.7,21.64,73.74,450.9,86.69,0.21,0.59,76.45,382.57,54.77,1.69,-0.35,95.98,399.78,76.37,1.02,12.82,79.76,1694.32,No
1.808,3.823,42.14,258.6,78.89,0.64,10.46,89.14,412.55,56.76,3.06,26.17,75.61,387.41,97.92,0.16,-4.9,79.7,458.42,78.68,5.37,19.06,93.2,715.96,78.06,2.31,12.7,84.41,1974.34,No
2.552,3.5,53.13,123.9,70.61,4.15,16.12,86.36,597.92,57.56,2.47,-3.58,74.49,567.1,78.68,0.88,32.78,81.19,720.24,69.38,0.9,32.9,87.03,520.01,69.06,2.1,19.56,82.27,2405.27,No
3.719,2.742,59.59,141.4,90.46,3.85,24.03,91.77,690.11,93.14,1.05,4.85,70.48,424.44,63.19,4.33,18.79,92.74,557.45,77.78,0.67,33.83,92.74,490.34,81.14,2.48,20.38,86.93,2162.34,No
2.503,3.099,41.57,108.5,90.72,0.68,18.2,87.4,639.56,70.54,4.41,1.57,89.6,684.88,94.47,3.48,10.64,74.9,504.58,77.0,1.18,42.63,96.91,387.36,83.18,2.44,18.26,87.2,2216.38,No
5.281,4.669,19.55,47.1,38.27,11.64,21.59,22.11,186.11,31.78,7.01,30.21,69.25,354.67,17.88,11.25,29.09,42.69,202.73,43.98,8.88,22.46,44.66,217.17,32.98,9.7,25.84,44.68,960.68,Yes
1.537,3.442,27.61,222.1,97.9,5.91,3.07,86.83,584.68,72.62,5.55,32.7,92.94,476.09,71.72,2.92,9.95,72.84,422.38,59.03,1.22,7.11,77.66,545.89,75.32,3.9,13.21,82.57,2029.04,No
6.076,5.364,18.32,94.7,43.8,11.9,28.84,38.91,105.32,36.53,11.88,27.53,64.08,123.41,26.28,11.44,30.14,69.07,290.54,27.94,9.19,33.01,47.58,95.77,33.64,11.1,29.88,54.91,615.04,Yes
1.695,2.524,42.03,406.3,94.6,2.02,21.39,89.42,498.26,99.28,5.25,9.82,85.24,461.57,75.73,4.1,-0.72,96.1,597.65,99.48,0.15,36.57,93.76,424.82,92.27,2.88,16.76,91.13,1982.3,No
5.401,4.212,24.04,90.7,37.93,11.56,31.23,61.43,213.64,22.24,7.31,21.54,51.42,64.75,20.35,8.81,19.66,49.43,346.19,39.92,10.0,26.65,44.4,69.96,30.11,9.42,24.77,51.67,694.54,Yes
6.131,5.769,21.22,49.6,21.95,6.72,23.18,21.43,79.15,27.3,8.51,15.89,49.45,206.13,13.12,11.66,16.99,62.74,0.12,45.29,6.12,30.16,38.08,276.83,26.92,8.25,21.56,42.92,562.23,Yes
1.747,1.751,34.18,198.3,87.11,3.44,33.2,72.1,556.96,66.19,5.1,30.39,96.08,392.41,86.04,3.24,36.25,85.21,577.58,52.59,4.01,8.66,70.59,399.91,72.98,3.95,27.12,81.0,1926.86,No
4.165,6.431,18.6,47.8,24.21,10.1,28.24,55.77,100.55,22.63,6.75,28.11,21.99,224.13,44.79,11.34,23.98,42.97,28.86,36.83,10.93,19.89,41.07,314.56,32.11,9.78,25.06,40.45,668.1,Yes
4.829,6.138,17.07,7.1,12.76,11.64,25.14,40.47,304.08,43.43,7.99,28.87,58.56,245.49,16.06,11.26,25.78,34.12,159.46,11.5,6.77,30.31,20.0,156.21,20.94,9.41,27.52,38.29,865.24,Yes
2.804,2.798,36.39,229.8,81.59,0.27,24.44,91.74,508.62,60.87,1.28,-0.91,72.69,437.51,50.96,1.6,10.32,99.86,746.88,59.35,1.28,19.6,74.46,564.01,63.19,1.11,13.36,84.69,2257.02,No
5.249,5.117,22.61,70.8,23.14,6.62,20.3,26.55,110.52,20.47,9.83,34.09,54.29,347.49,41.37,10.37,23.28,36.24,317.35,46.22,8.71,15.18,59.63,106.9,32.8,8.88,23.21,44.18,882.26,Yes
5.68,6.427,17.55,48.6,30.05,7.44,26.8,42.16,167.52,24.51,6.1,25.44,36.76,0.49,22.32,7.67,22.87,26.59,190.38,37.7,9.78,31.08,42.6,194.66,28.64,7.75,26.55,37.03,553.05,Yes
3.204,1.988,47.39,137.8,81.01,3.08,0.7,89.47,542.46,60.86,2.12,19.61,72.75,734.1,83.28,0.62,36.14,79.68,598.8,63.86,4.4,31.15,86.56,465.35,72.25,2.56,21.9,82.12,2340.71,No
4.473,6.252,21.74,63.3,13.98,9.63,17.42,23.93,197.74,26.11,9.53,16.78,41.55,65.55,49.48,9.37,28.75,36.27,35.53,49.03,7.72,23.48,52.49,9.26,34.65,9.06,21.61,38.56,308.08,Yes
5.039,5.072,20.41,69.6,38.09,7.03,25.0,40.6,326.45,35.26,9.2,17.31,50.28,43.95,23.49,6.86,28.84,30.31,146.95,45.83,7.23,25.16,40.96,6.8,35.67,7.58,24.08,40.54,524.15,Yes
6.428,5.818,18.5,9.3,30.67,7.28,25.73,61.77,230.92,35.35,9.25,33.55,66.6,192.27,22.23,8.76,18.73,51.82,187.53,14.13,7.19,24.59,64.38,212.4,25.6,8.12,25.65,61.14,823.12,Yes
2.057,3.188,57.42,228.4,93.79,2.37,10.41,85.27,540.85,95.69,2.81,8.87,95.28,749.53,82.41,1.5,6.94,71.73,403.98,95.75,0.58,19.22,90.94,693.88,91.91,1.82,11.36,85.8,2388.24,No
4.473,4.903,23.62,42.4,46.63,8.99,22.98,57.52,27.44,13.58,9.91,24.74,59.52,343.6,25.53,9.58,25.01,69.08,311.66,46.47,7.53,30.45,33.27,78.28,33.05,9.0,25.8,54.85,760.98,Yes
2.359,3.984,36.77,202.6,67.7,3.54,40.55,93.64,690.84,92.95,5.52,6.75,83.75,519.45,69.09,3.91,15.09,88.49,518.35,65.56,2.12,35.19,88.03,740.25,73.82,3.77,24.4,88.48,2468.89,No
5.392,4.62,17.43,99.1,40.27,11.02,26.44,63.55,242.06,47.85,7.69,26.91,54.51,147.35,45.19,11.88,24.88,39.53,176.98,44.11,9.87,15.9,47.11,6.49,44.36,10.12,23.53,51.18,572.88,Yes
5.855,6.43,20.99,24.2,23.11,7.92,21.53,53.65,199.05,25.42,6.89,15.44,30.94,40.3,41.42,6.67,29.48,39.28,27.52,42.51,9.48,19.72,64.73,16.97,33.12,7.74,21.54,47.15,283.84,Yes
4.901,4.676,23.43,31.3,41.56,11.35,23.68,65.5,141.49,48.56,6.54,28.74,44.69,145.37,35.31,10.22,15.09,28.35,267.39,36.66,11.8,30.22,67.54,263.45,40.52,9.98,24.43,51.52,817.7,Yes
3.778,1.682,51.47,202.1,58.77,3.61,30.28,81.84,389.69,95.44,4.38,8.58,84.91,385.42,66.96,3.14,20.86,76.25,666.28,64.94,3.48,8.58,82.76,452.82,71.53,3.65,17.08,81.44,1894.21,No
2.607,3.395,29.39,470.6,51.69,0.25,-2.27,73.1,557.56,89.41,1.71,32.29,93.22,715.6,57.47,0.81,1.1,80.78,558.53,73.08,1.54,26.1,80.15,512.28,67.91,1.08,14.3,81.81,2343.97,No
3.907,2.275,25.54,393.9,50.35,5.24,-2.18,89.58,516.44,60.17,5.39,32.31,80.21,481.56,86.8,5.02,30.79,89.2,460.47,92.64,4.5,20.86,85.35,588.44,72.49,5.04,20.44,86.08,2046.91,No
2.891,2.732,54.66,224.4,94.2,2.42,29.73,72.6,450.06,88.06,0.07,43.43,75.72,712.99,75.8,3.39,-0.79,80.96,433.58,76.3,3.3,30.48,96.35,550.57,83.59,2.3,25.71,81.41,2147.2,No
3.875,1.956,39.5,186.1,93.02,4.5,12.68,90.46,444.14,69.11,2.26,6.9,96.29,629.57,64.0,1.45,-4.1,80.4,572.54,63.89,4.2,15.59,79.49,727.15,72.5,3.1,7.77,86.66,2373.4,No
5.843,4.092,19.75,33.6,46.82,6.07,26.06,57.03,181.88,13.42,11.83,25.36,50.71,88.73,29.34,8.57,16.5,25.31,314.05,19.59,7.17,25.1,58.44,23.23,27.29,8.41,23.26,47.87,607.89,Yes
2.206,2.485,48.68,452.2,56.34,4.41,40.91,82.69,482.52,83.89,1.48,14.21,96.91,596.37,54.75,1.98,26.36,84.44,622.63,88.07,2.88,44.35,97.44,397.47,70.76,2.69,31.46,90.37,2098.99,No
1.826,2.087,46.66,107.1,81.74,3.99,6.96,87.94,575.28,63.03,2.78,40.48,82.8,611.19,51.77,0.47,-0.93,93.35,506.35,61.38,4.48,3.5,77.39,536.6,64.48,2.93,12.5,85.37,2229.42,No
4.591,6.271,20.03,65.6,26.62,9.79,22.72,36.98,237.93,33.64,7.76,17.99,38.43,155.7,35.15,11.49,15.72,32.18,72.64,30.09,8.58,29.58,32.12,222.94,31.38,9.4,21.5,34.93,689.21,Yes
2.612,2.009,57.37,108.0,77.75,2.24,18.05,86.1,575.53,60.18,4.08,-4.04,70.64,554.43,77.1,1.65,22.58,85.48,505.96,82.59,5.75,19.54,93.58,467.85,74.4,3.43,14.03,83.95,2103.77,No
2.789,2.435,28.62,238.8,71.34,2.87,31.95,80.56,527.47,95.3,4.52,-3.86,94.36,746.23,96.99,5.02,26.46,78.35,620.41,84.78,1.69,7.77,81.91,615.43,87.1,3.52,15.58,83.8,2509.54,No
5.732,4.013,19.28,19.7,46.43,7.05,20.72,45.84,98.76,18.39,9.59,16.78,22.91,139.59,38.83,9.33,23.46,48.29,137.04,47.45,6.33,28.47,64.56,301.46,37.78,8.07,22.36,45.4,676.85,Yes
1.738,1.968,48.22,290.7,86.81,1.68,27.9,75.31,578.89,97.89,3.77,-2.5,99.66,433.82,85.9,3.2,9.72,75.32,441.64,92.92,5.24,18.26,73.11,706.56,90.88,3.47,13.34,80.85,2160.91,No
5.752,6.109,20.95,78.4,39.96,9.43,21.24,57.29,77.55,41.18,10.83,31.44,43.65,72.18,13.99,10.46,32.73,52.54,54.06,47.4,11.93,23.67,49.74,291.46,35.63,10.66,27.27,50.8,495.25,Yes
1.947,2.329,58.29,373.3,50.38,1.52,-4.48,91.45,551.03,99.7,4.4,20.9,94.14,639.3,62.19,3.18,22.8,83.54,442.2,61.17,1.69,-4.49,97.51,632.29,68.36,2.7,8.68,91.66,2264.82,No
4.255,6.25,17.86,25.9,46.81,10.83,17.82,58.47,342.39,13.14,10.95,25.95,53.46,184.82,37.91,6.2,30.25,21.67,170.74,16.04,10.94,21.27,42.7,160.78,28.48,9.73,23.82,44.08,858.73,Yes
2.989,2.433,57.69,482.3,79.09,0.43,19.56,75.53,556.21,59.42,4.22,-0.98,98.6,448.27,83.03,5.5,7.39,98.03,520.75,98.03,5.83,4.4,94.93,447.53,79.89,3.99,7.59,91.77,1972.76,No
1.57,2.456,33.62,342.7,99.26,3.11,16.28,81.05,669.36,53.6,5.76,15.9,79.41,740.28,96.79,3.85,-4.07,92.46,500.83,69.41,0.95,21.17,92.34,477.38,79.77,3.42,12.32,86.32,2387.85,No
6.354,6.385,23.82,56.4,35.88,11.22,30.52,51.5,368.35,37.43,11.85,16.15,26.95,169.3,25.4,10.7,18.21,68.8,118.15,27.16,7.65,26.59,22.93,56.13,31.47,10.35,22.87,42.54,711.93,Yes
1.734,2.978,42.21,368.3,99.01,3.19,29.29,80.42,487.11,66.76,0.23,9.24,75.19,546.54,73.04,4.59,20.11,83.89,461.86,92.62,0.55,44.11,84.28,444.75,82.86,2.14,25.69,80.94,1940.26,No
3.994,2.515,32.43,351.5,62.21,2.96,19.13,83.61,673.53,60.83,5.43,34.57,79.99,442.73,63.98,2.0,22.85,71.39,717.88,54.93,1.68,0.46,77.7,689.13,60.49,3.02,19.25,78.17,2523.27,No
5.934,4.774,15.39,74.3,23.24,10.33,29.15,46.74,291.51,33.24,7.72,29.68,49.46,4.77,46.07,9.27,32.37,64.14,166.86,30.31,8.49,23.99,64.76,295.55,33.22,8.95,28.8,56.28,758.69,Yes
5.323,6.401,15.9,68.3,48.49,7.8,32.23,66.68,280.16,19.25,8.0,15.72,61.57,318.6,35.31,8.12,16.54,57.65,272.45,46.5,10.38,31.57,57.3,236.51,37.39,8.58,24.02,60.8,1107.72,Yes
3.576,2.942,34.96,273.0,76.25,3.55,36.05,81.83,628.69,91.74,5.06,7.71,80.51,598.09,94.29,4.74,24.2,99.51,539.62,92.12,4.91,40.4,99.63,560.89,88.6,4.56,27.09,90.37,2327.29,No
3.775,3.1,32.06,136.4,95.74,0.33,9.79,84.61,383.24,95.35,1.72,-3.57,99.81,491.77,93.84,2.72,28.16,77.23,563.58,62.88,5.71,-1.95,78.24,709.92,86.95,2.62,8.11,84.97,2148.51,No
1.582,3.304,31.76,360.9,77.33,5.89,36.77,82.39,606.15,55.86,2.32,31.69,88.68,556.68,58.83,4.82,8.66,94.61,604.35,68.64,0.24,6.62,96.67,681.74,65.16,3.32,20.94,90.59,2448.92,No
1.663,2.775,58.57,491.6,76.58,3.09,9.28,99.91,477.84,72.65,0.02,12.46,72.14,653.93,78.05,3.43,9.33,94.45,376.23,66.68,3.96,40.4,77.04,577.91,73.49,2.62,17.87,85.88,2085.91,No
5.361,6.391,23.87,16.9,28.93,11.83,22.45,38.58,73.14,14.57,10.44,30.4,68.45,290.03,19.73,6.24,34.71,37.02,116.99,46.24,9.51,19.3,64.45,372.51,27.37,9.5,26.72,52.12,852.67,Yes
5.481,5.206,21.23,1.0,17.79,8.95,34.01,39.18,159.14,38.59,9.62,20.98,40.54,81.64,48.64,6.78,22.44,21.29,83.17,41.22,7.21,16.6,43.72,3.74,36.56,8.14,23.51,36.18,327.69,Yes
2.404,1.607,37.69,368.6,60.67,4.86,5.99,70.3,565.53,86.32,2.1,32.44,83.15,439.39,54.53,4.26,14.29,97.38,577.6,67.42,2.09,1.57,87.81,593.31,67.24,3.33,13.57,84.66,2175.83,No
5.565,4.188,16.12,4.9,20.3,6.81,20.2,39.25,353.62,34.42,11.01,29.21,25.63,275.97,21.0,9.83,21.82,69.88,98.83,21.17,11.58,15.49,54.83,272.0,24.22,9.81,21.68,47.4,1000.42,Yes
5.95,4.267,22.61,54.1,48.52,8.05,27.65,66.6,38.44,47.49,10.13,16.36,35.05,265.56,12.69,9.49,21.92,51.05,17.15,44.86,11.84,34.38,57.48,48.78,38.39,9.88,25.08,52.54,369.93,Yes
5.126,5.617,24.53,79.5,11.6,7.99,24.41,35.73,262.57,43.05,10.39,34.79,33.63,328.12,40.66,8.17,29.68,25.2,296.0,31.29,7.75,28.12,52.08,78.56,31.65,8.58,29.25,36.66,965.25,Yes
1.568,3.138,46.1,111.0,56.13,3.51,40.59,97.2,431.81,69.23,0.26,18.46,92.59,671.24,74.95,0.58,14.07,97.96,461.1,65.99,4.48,31.68,97.37,520.54,66.58,2.21,26.2,96.28,2084.69,No
4.726,5.925,16.32,76.6,42.76,6.75,34.54,69.28,351.27,29.84,7.48,26.64,41.0,77.23,26.95,9.98,16.42,36.67,6.67,39.98,9.84,16.25,68.24,8.48,34.88,8.51,23.46,53.8,443.65,Yes
5.223,4.24,18.96,51.5,43.08,6.46,21.97,61.13,243.16,21.6,11.07,24.87,44.92,366.22,47.88,8.15,17.81,36.28,11.43,10.83,8.37,33.82,63.57,191.79,30.85,8.51,24.62,51.48,812.6,Yes
1.913,3.733,38.65,437.5,75.63,5.17,28.14,85.26,492.2,98.45,4.81,14.06,75.0,667.33,99.5,1.67,40.79,73.76,732.08,87.27,2.08,10.23,89.3,597.57,90.21,3.43,23.31,80.83,2489.18,No
2.92,1.681,49.61,314.9,78.63,5.96,2.63,89.7,547.03,63.59,4.16,28.41,95.69,704.58,78.09,1.95,21.48,80.78,479.01,77.58,3.95,24.53,98.63,486.99,74.47,4.0,19.26,91.2,2217.61,No
4.774,4.601,18.59,91.5,33.0,10.43,24.8,21.44,24.07,31.52,10.31,19.31,56.1,304.0,26.48,10.48,23.08,53.92,286.5,49.68,8.07,23.22,28.28,76.53,35.17,9.82,22.6,39.94,691.1,Yes
5.78,4.891,17.54,1.3,31.61,11.11,34.15,48.29,192.92,13.4,9.29,22.6,50.36,145.77,19.61,6.57,21.3,24.83,66.34,49.49,8.66,25.64,63.68,373.34,28.53,8.91,25.92,46.79,778.37,Yes
4.949,4.901,18.92,79.4,22.97,9.01,27.48,31.61,269.51,31.88,8.68,31.2,32.17,331.19,32.44,9.66,32.5,60.88,225.59,40.13,8.6,25.95,23.1,33.7,31.85,8.99,29.28,36.94,859.99,Yes
5.182,5.693,23.75,74.9,47.54,6.32,15.24,53.07,108.51,20.14,7.99,20.4,45.57,165.06,30.5,10.04,22.74,32.57,62.33,23.98,10.45,30.13,53.35,87.76,30.54,8.7,22.13,46.14,423.66,Yes
4.367,5.615,17.33,15.7,37.34,9.56,30.1,35.47,167.99,26.22,11.9,20.84,34.74,132.96,32.58,7.51,33.31,33.28,335.93,14.14,9.94,33.14,28.44,363.12,27.57,9.73,29.35,32.98,1000.0,Yes
3.248,3.476,29.35,154.0,55.61,5.14,5.5,89.29,568.56,77.22,1.17,26.76,71.29,747.55,51.34,0.3,11.23,94.95,471.45,73.6,0.11,-1.06,88.24,447.88,64.44,1.68,10.61,85.94,2235.44,No
1.667,3.47,48.66,264.7,94.81,2.47,30.51,97.27,690.27,75.56,4.08,15.68,89.42,471.58,71.74,1.26,-3.09,87.66,699.16,51.28,1.18,18.01,89.98,439.21,73.35,2.25,15.28,91.08,2300.22,No
3.019,3.255,32.04,174.2,97.91,3.54,14.51,94.04,571.93,62.08,1.24,14.84,95.8,398.04,60.93,5.36,1.09,88.89,455.07,80.29,2.3,0.08,87.47,631.14,75.3,3.11,7.63,91.55,2056.18,No
5.38,5.402,23.77,40.3,15.36,6.17,30.1,51.02,264.03,18.52,6.82,15.29,37.53,221.22,25.69,8.62,33.08,37.41,192.75,41.35,8.38,27.44,63.12,356.07,25.23,7.5,26.48,47.27,1034.07,Yes
2.258,2.746,42.66,414.1,56.18,0.5,15.09,96.63,695.73,78.0,5.33,35.27,78.34,438.79,65.06,1.36,26.14,87.55,599.41,59.47,4.75,16.68,84.17,748.86,64.68,2.99,23.3,86.67,2482.79,No
6.389,4.046,16.96,0.8,35.9,11.39,19.87,66.35,22.6,47.38,8.11,17.03,44.29,96.29,21.39,7.84,31.06,46.96,116.74,34.41,10.3,20.45,40.68,45.71,34.77,9.41,22.1,49.57,281.34,Yes
4.793,5.916,19.98,31.0,42.48,11.2,28.46,22.35,212.37,40.53,6.82,19.57,64.12,7.55,40.11,8.84,23.94,20.35,307.27,24.39,9.24,28.55,55.13,358.49,36.88,9.02,25.13,40.49,885.68,Yes
4.229,5.564,20.51,40.7,30.86,11.38,18.93,21.13,323.12,33.08,11.34,26.94,60.51,161.13,39.99,11.48,26.44,29.04,100.8,17.95,7.48,21.13,47.76,220.5,30.47,10.42,23.36,39.61,805.55,Yes
5.277,4.198,20.87,3.1,14.27,9.3,26.83,21.45,215.02,43.54,10.33,17.62,49.62,252.09,11.49,11.13,33.13,62.52,309.24,39.8,9.8,28.57,60.32,248.44,27.28,10.14,26.54,48.48,1024.79,Yes
3.469,3.113,28.16,481.9,65.27,3.64,35.16,73.99,619.57,51.61,0.61,31.16,74.65,541.32,62.42,2.53,-1.14,92.65,404.64,91.9,3.98,15.83,95.99,444.8,67.8,2.69,20.25,84.32,2010.33,No
3.694,1.699,44.39,429.7,99.32,4.35,8.92,90.99,639.66,85.0,5.13,-0.63,73.25,615.23,97.69,2.8,43.03,98.14,713.59,95.49,5.39,35.99,90.85,384.15,94.38,4.42,21.83,88.31,2352.63,No
6.486,5.389,16.7,31.6,26.98,7.86,20.61,68.61,57.51,39.33,6.0,26.92,65.8,107.98,17.42,9.91,29.25,54.4,119.74,20.09,11.74,33.47,42.87,317.32,25.96,8.88,27.56,57.92,602.55,Yes
6.176,5.396,18.25,29.3,11.34,10.89,24.01,36.26,176.67,42.75,6.75,32.15,64.88,355.02,25.9,7.3,22.47,36.65,66.06,34.29,8.86,32.31,21.61,241.45,28.57,8.45,27.74,39.85,839.2,Yes
3.336,3.999,39.21,494.2,57.09,1.78,3.54,84.26,673.87,67.03,5.44,22.24,83.96,670.14,55.07,4.64,7.15,78.42,599.8,95.1,3.47,27.45,93.3,472.25,68.57,3.83,15.1,84.98,2416.06,No
5.176,6.45,16.95,63.6,33.02,9.39,27.3,45.11,6.35,46.0,10.96,18.48,40.66,288.96,49.2,11.71,32.99,27.92,342.93,45.14,8.26,22.89,43.0,246.07,43.34,10.08,25.42,39.17,884.31,Yes
5.038,5.055,22.85,19.6,42.81,9.89,23.38,42.9,96.24,40.08,9.08,21.42,49.8,373.4,27.41,11.52,21.9,22.74,76.59,26.75,7.32,15.0,65.75,316.45,34.26,9.45,20.42,45.3,862.68,Yes
5.492,4.307,24.63,12.3,20.2,10.88,27.37,61.91,193.4,25.08,11.53,15.73,62.81,86.56,43.95,6.84,26.6,64.41,177.58,39.86,10.83,29.73,66.27,167.56,32.27,10.02,24.86,63.85,625.1,Yes
