Slope,Elevation,TurbulenceIntensity,Quarter1-AirTemperature,Quarter1-RelativeHumidity,Quarter1-Precipitation,Quarter1-WindSpeed,Quarter1-WindGustSpeed,Quarter1-AirPressure,Quarter2-AirTemperature,Quarter2-RelativeHumidity,Quarter2-Precipitation,Quarter2-WindSpeed,Quarter2-WindGustSpeed,Quarter2-AirPressure,Quarter3-AirTemperature,Quarter3-RelativeHumidity,Quarter3-Precipitation,Quarter3-WindSpeed,Quarter3-WindGustSpeed,Quarter3-AirPressure,Quarter4-AirTemperature,Quarter4-RelativeHumidity,Quarter4-Precipitation,Quarter4-WindSpeed,Quarter4-WindGustSpeed,Quarter4-AirPressure,Yearly-AirTemperature,Yearly-RelativeHumidity,Yearly-Precipitation,Yearly-WindSpeed,Yearly-WindGustSpeed,Yearly-AirPressure,Label
8.05,442.03,17.02,-39.29,148.6,3533.69,0.92,32,1052.83,-35.74,106.34,3863.52,3.23,32.65,946.26,43.68,136.24,3287.64,3.03,19.07,1056.87,-33.9,116.25,3814.39,0.71,47.82,1053.41,42.94,142.47,3871.84,1.69,30.61,942.31,No
24.1,2845.49,35.03,24.32,35.8,1750.97,5.08,50.06,1023.98,17.98,45.59,141.28,4.47,89.16,1006.85,3.43,37.72,710.44,4.87,56.54,1026.28,16.58,36.77,427.26,4.87,72.6,1045.32,-29.94,30.01,1576.05,7.41,78.45,1013.37,Yes
27.93,2547.38,34.48,10.71,79.36,286.4,7.78,94.02,1038.17,32.64,76.45,674.52,4.84,77.49,985.7,-19.26,88.21,102.13,7.79,56.86,973.68,-29.28,41.68,312.25,5.21,82.11,962.22,-12.54,29.44,342.18,7.18,71.12,1049.49,Yes
1.18,76.22,6.32,-37.31,133.66,2157.28,3,17.57,943.26,-31.89,157.56,2144.42,2.58,23.15,943.54,-33.83,145.66,2119.76,1.83,33.71,940.62,-33.68,107.39,3084.65,2.71,11.88,944.25,-31.52,93,2715.21,2.76,37.9,1055.57,No
1.87,1024.42,1.94,-36.43,151.17,2645.09,0.6,15.5,945.42,-34.31,165.12,3161.06,1.3,10.12,1053.04,44.64,173.57,3614.19,1.1,24.95,1060,-35.49,160.91,3606.08,0.29,41.45,941.99,48.68,126.76,2219.51,2.58,10.47,947.64,No
27.27,2280.83,27.41,-11.49,28.52,850.86,6.08,56.6,1023.96,28.27,28.91,912.09,5.85,58.57,1013.94,13.08,33.99,1815.38,7.43,61.74,960.04,-16.42,61.11,1203.88,4.55,59.37,987.9,-10.43,20.5,111.99,5.64,91.01,1019.99,Yes
5.66,520.53,2.91,45.32,117.11,2245.26,1.75,17.79,946.07,41.4,121.65,2556.23,3.47,19.26,942.51,-36.76,124.09,2851.25,0.13,27.31,1057.66,45.15,174.88,3553.13,1.37,47.58,1057.27,49.75,104.65,3708.7,0.86,2.44,947.63,No
0.11,1092.75,3.05,-34.83,91.28,3579.5,2.5,17.9,947.78,45.59,162.19,2040.96,0.06,8.93,948.07,-36.12,128.23,3012.45,2.79,37.4,947.86,-33.15,118.16,3318.86,2.47,36.25,948.98,46.12,132.51,3010.17,2.63,12.71,943.93,No
11.47,317.29,9.18,44.01,173.39,3583.36,0.13,11.46,1057.91,43.39,174.19,3762.88,1.23,1.51,947.61,43.9,144.03,3558.36,3.48,2.85,947.98,-36.36,137.43,2496.8,2.28,45.91,948.89,48.58,149.68,3374.87,1.78,31.99,943.74,No
15.08,2388.95,24.64,-16.23,0.06,1846.6,5.51,59.85,1045.15,22.1,13.63,886.76,5.07,61.69,988.36,17.93,53.67,58.85,5.59,91.17,1031.74,-4.64,30.8,511.24,7.04,75.24,952.93,-25.45,66.22,554.33,4.81,70.08,952.97,Yes
27.48,2235.47,23.08,-2.8,70.59,1941.04,5.63,75.01,999.58,-11.27,72.09,876.63,6.28,79.37,1018.19,3.2,69.24,710.24,5.94,70.31,1039.41,38.69,25.43,82.81,5.56,73.48,979.44,25.27,44.88,1110.04,7.82,65.48,953.05,Yes
28.13,2290.95,28.91,-8.76,69.96,959.63,5.78,93.83,993.98,17.54,24.78,246.2,4.52,58.97,963.5,-9.29,82.89,25.65,6.44,76.98,1031.7,26.19,67.07,1043.09,7.4,58.63,1031.89,5.98,63.45,971.9,5.06,85.51,986.81,Yes
13.96,723.55,5.75,-39.26,106.55,3546.44,0.18,21.77,947.57,47.29,126.85,2756.22,1.89,13.32,947.81,-37.31,156.01,2186.84,2.13,48.29,1056.25,-37.44,111.62,3274.26,1.84,7.44,945.06,44.84,160.76,3767.43,2.76,0.69,942.57,No
24.42,1624.08,26.44,6.83,3.01,1666.41,4.68,50.59,1021.37,10.56,43,181.67,6.94,53.73,965.48,34.07,71.18,1757.47,5.4,78.82,1039.84,-10.58,39.21,1420.46,6.37,60.68,951.84,-21.03,50.17,1791.84,4.87,98.18,968.92,Yes
27.36,2052.69,36.21,25.52,48.75,1279.82,4.95,94.43,973.19,-3.99,1.9,1196.57,5.77,53.3,1039.12,10.9,49.43,952.06,5.51,85.23,1027.64,33.2,70.62,1785.14,4.65,88.05,1009.6,-7.08,15.35,224.8,7.52,71.64,959.8,Yes
19.46,1681.54,39.48,-26.78,4.66,397.36,4.76,54.12,1006.58,8.99,42.41,529.3,5.07,88.45,1036.98,14.01,73.53,171.59,7.57,74.39,1037.87,-18.82,19.31,1499.58,4.84,67.37,958.2,-0.64,79.08,1598.94,4.02,64.37,953.75,Yes
23.89,2789.24,37.23,-20.21,43.99,1673.09,7.33,60.65,1004.3,-27.26,11.27,751.05,6.82,96.86,987.77,-5.43,71.65,1560.67,4.01,57.56,1027.16,9.12,66.56,1560.09,5.86,65.41,993.97,38.27,70.38,943.15,7.49,84.59,1036.7,Yes
22.25,1743.95,21.8,-6.1,57.9,1842.77,6.13,96.34,1027.33,38.47,64.12,1392.44,7.39,82.13,1030.86,28.2,1,193.42,7.35,75.07,1021.51,17.37,8.04,819.77,7.86,54.11,1004.07,-28.31,80.17,182.89,5.68,75.59,1018.17,Yes
29.02,2793.55,24.06,-10.31,2.31,483.79,5.91,56.96,957.01,-23.63,18.56,1574.59,6.3,95.2,964.07,10.24,55.71,54.18,7.36,55.01,1041.63,-6.15,86.74,1645.58,5.54,68.16,993.54,-0.63,23.01,725.44,7.47,76.84,1046.53,Yes
20.44,1829.3,31,-3.11,19.83,1630.64,5.94,67.25,976.57,-0.13,6.01,1768.07,6.74,63.14,1040.43,37.11,7.71,1304.1,7.23,89.29,1048.76,-20.96,5.34,1785.37,6.58,83.68,958.67,24.28,17.12,1708.56,6.53,84.32,1021.84,Yes
9.8,756.49,5.55,-39.28,167.58,3761.73,1.96,10.19,946.07,-31.15,170.08,3682.34,2.63,25.53,1056.63,41.16,104.93,3132.72,2.73,16.63,1058.54,41.21,101.22,3146.31,2.74,13.74,1056.15,-32.3,138.05,2914.72,3.08,24.27,1051.47,No
0.22,461.66,12.44,42.11,138.57,3126.16,2.49,2.51,1051.85,-37.33,119.76,3198.3,1.18,31.39,941,-38.92,155.3,2579.92,3.32,21.06,1054.84,-37.02,111.35,2994.46,0.5,23.69,942.7,-33.26,107.69,2210.18,2.59,13.99,1054.8,No
7.35,1017.41,0.9,42,127.4,3146.06,1.86,0.67,1051.6,49.63,171.8,2385.93,2.97,24.06,945.52,-36.54,123.74,3540.13,1.51,17.43,940.19,44.1,92.66,2762.72,3.29,7.24,1054.75,-34.3,144.55,3214.22,1.55,37.29,1059.29,No
20.14,1703.5,20.06,16.73,70.85,1604.02,5.51,55.94,1030.61,6.01,63.95,1335.72,5.79,69.4,1001.63,39.91,89.51,1504.58,5,51.62,990.38,-26.79,12.6,1977.54,7.95,54.42,959.29,-9.42,9.37,912.77,5.58,62.69,998.93,Yes
23.35,1847.39,24.81,32.81,87.15,1056.32,5.12,80.98,1021.23,12.47,29.1,1171.42,6.68,52.4,968.63,-5.11,63.32,725.96,6.84,56.43,977.97,37.13,58.7,1558.86,7.41,64.42,1046.47,7.32,38.61,2.48,4.14,55.77,984.98,Yes
10.32,1383.65,1.56,-38.08,174.77,2304.16,0.8,1.73,1056.13,41.91,171.45,3593.82,0.75,7.04,948.42,44.16,113.66,2284.87,0.18,18.14,1054.11,-36.56,164.5,2403.24,1.36,48.88,944.1,46.12,128.33,2066.24,1.61,18.01,940.87,No
18.66,1555.53,20.12,-21.47,66.47,1674.75,4.65,50.75,1017.83,-18.49,20.13,67.77,5.97,63.98,954.53,3.66,11.68,1343.9,4.43,90.45,1006.91,12.83,66.93,1832.46,7.58,93.03,979.68,-4.01,36.88,493.83,5.36,96.82,1009.01,Yes
22.68,2770.24,28.27,-7.3,89.93,136.41,4.02,70.36,1045.54,17.16,2.9,105.77,4.41,74.33,1004.42,22.87,22.78,1360.85,7.42,50.38,1020.69,-5.94,59.3,566.22,7.76,95.11,1040.84,-16.76,61.01,1141.47,5.59,78.41,994.8,Yes
7.4,1195.73,4.87,45.9,124.75,2818.42,1.49,5.47,945.66,-39.09,149.65,2074.56,0.94,29.54,941.91,-39.91,143.12,2947.27,0.02,42.73,942.92,43.73,97.57,3606.5,1.85,29.81,948.96,42.03,111.82,2731.24,2.72,26.38,1055.49,No
0.94,536.41,2.97,47.42,126.44,2573.01,3.43,21.18,943.09,-31.79,93.83,2134.83,0.91,3.86,1056.71,-33.65,160.54,3374.21,0.07,43.41,943.61,41.39,117.08,3936.4,2.72,15.2,1051.56,41.84,94.37,3324.82,0.57,1.35,1058.24,No
10.69,789.4,0.95,-32.23,149.14,3451.87,2.92,21.15,1054.93,49.45,108.63,2643.75,0.57,41.12,1052.18,42.17,111.83,3062.89,0.71,31.09,946.21,43.93,108.8,3063.52,0.46,13.39,1054.05,48.42,145.38,2191.16,2.2,43.69,1058.1,No
9.89,264.63,1.96,41.58,123.72,3861.19,1.56,22.82,1052.03,45.76,91.67,3909.51,3.24,45.49,1056.91,-37.96,136.54,2412.52,3.16,46.03,948.41,47.62,116.87,2011.81,2.24,12.66,942.09,46.5,156.51,3086.16,1.54,27.35,1055.88,No
26.3,1553.49,25.08,5.87,27.55,141.25,6.58,60.63,986.66,-27.19,41.85,1249.71,5.12,52.35,1043.96,-13.71,68.08,198.34,4.39,60.43,960.98,-13.71,74.13,1183.65,6.39,61.42,990.91,-27.73,50.73,1633.63,7.08,82.34,992.78,Yes
22.05,1957,31.19,-20.8,7.79,1378.48,6.79,53.41,957.37,3.38,74.43,1465.23,6.06,72.77,985.65,-29.94,45.56,126.33,7.91,85.92,983.53,36.2,40.84,734.34,5.15,68.61,977.66,25.31,73.62,1339.89,7.84,64.92,982.77,Yes
13.76,1061.98,13.11,-36.14,131.45,3478.25,2.19,4.22,941.93,-38.01,110.54,3782.76,0.24,21.89,1057.3,41.2,114.21,2616.38,0.36,40.48,943.03,48.34,149.52,3495.66,0.25,24.91,940.02,-36.24,127.2,3050.65,1.25,29.1,1059.64,No
15.77,2306.34,39.07,2.36,53.1,750.44,5.92,76.83,950.68,33.68,75.43,640.36,7.07,95.61,1049.11,17.12,42.27,923.13,6.69,78.24,966.04,-12.32,2.46,1935.69,7.65,56.32,1036.49,14.48,20.13,645.9,4.56,58.76,953.56,Yes
15.94,1674.73,28.75,-24.26,3.8,1358.97,4.65,85.57,986.6,10.37,53.29,1872.34,4.99,75.73,984.72,24.63,39.33,1911.21,5.75,77.46,997.76,-5.33,48.09,1368.87,6.63,73.16,1034.12,-18.99,70.84,1784.08,5.93,67.54,998.21,Yes
7.51,964.84,8.82,-38.74,159.07,2970.68,3.48,48.16,1059.23,42.6,146.98,3253.11,1.43,39.04,946.9,-35.39,93.61,3315.26,1.16,27.79,944.72,-31.55,124.65,3701.96,3.1,23.9,1053.55,49.81,92.05,3335.67,0.69,28.66,1055.81,No
28.32,2968.32,25.79,24.33,67.82,1647.31,4.87,88.22,959.36,28.66,39.33,1361.47,5.72,96.67,1025.37,-4.39,82.46,602.76,4.23,70.38,1021.9,-14.17,16,1219.05,5.12,86.68,1035.77,0.92,76.79,1861.86,6.28,68.67,1012.79,Yes
3.22,680.18,6.64,44.15,113.82,2476.42,1.08,1.43,1055.15,44.99,136.77,3131.38,2.3,14.5,1057.44,46.09,147.17,2139.2,0.96,22.69,944.61,46.74,179.56,3351.6,3.15,2.25,946.36,48.97,100.87,2796.69,1.9,36.41,943.14,No
1.77,521.78,0.95,-31.01,97.41,3248.46,2.8,12.85,945.61,-33.9,133.75,2277.85,3.34,14.27,1055.62,-34.28,176.72,3294.12,0.29,17.22,1056.9,44,143.06,2367.99,1.53,22.63,940.19,-31.24,116.77,3307.43,2.64,3.83,1059.63,No
15.12,1615.56,34.14,17.55,56.75,1113.54,5.89,77.95,1012.53,17.7,43.29,509.27,7.09,72.69,968.66,13.31,84.08,1550.17,7.63,94.2,1001.24,5.54,74.18,460.83,7.17,92.68,1008.9,16.68,53.43,565.61,6.5,88.14,966.71,Yes
15.07,1874.79,39.69,-9.46,45.47,1238.57,6.01,96.62,973.91,-10.82,52.01,396.98,7.61,87.12,985.11,9.83,43.11,51.91,6.91,62.4,1044.74,-13.95,60.49,1549.66,5.64,61.07,1022.61,33.26,77.73,376.69,6.33,61.3,1021.96,Yes
21.93,2193.4,32.3,5.86,4.22,422.69,7.25,88.02,957.65,26.13,67.95,1940.38,4.28,54,1000.77,-20.6,2.82,1327.54,4.03,75.25,952.93,30.08,69.7,297.01,6.98,51,983.48,9.51,72.88,1469.99,7.68,55.51,988.1,Yes
13.14,338.72,11.66,-33.78,131.62,3085.47,2.4,35.28,943.79,-32.88,142.32,2537.76,1.65,9.54,1054.04,41.86,158.3,3208.15,1.69,21.54,1052.25,41.18,158.96,3853.21,3.09,47.59,1051.92,46.93,131.28,2280.69,2.83,12.13,1058.45,No
0.16,1161.25,9.21,-36.1,178.71,3499.36,0.37,14.97,945.18,-39.66,157.74,3281.11,0.96,36.04,940.54,-32.97,111.7,2007.57,1.73,18.86,1058.78,41.19,152.43,2694.93,3.13,38.98,1055.8,-39.17,97.32,2623.11,3.43,13.48,1059.92,No
4.21,557.81,16.48,49.3,95.14,3925.12,1.49,17.66,941.43,-36.38,140.76,2266.88,1.58,7.77,948.66,41.1,157.09,2715.59,2.29,13.61,943.44,-33.31,108.7,3385.04,1.6,28,942.47,-37.34,169.87,2985.26,0.73,14.63,1056.63,No
1.39,1451.24,0.1,41.58,177.81,3949.05,0.36,17.97,1057.7,-37.06,118.8,3374.18,1.35,46.08,941.16,45.1,125.62,2348.72,0.45,36.43,943.23,45.09,129.84,2158.65,0.08,6.84,1053.34,46.05,113.49,2847.6,1.8,36.78,1057.69,No
11.54,863.98,12.62,-34.36,100.5,3491.97,2.07,39.07,944.74,49.91,111.55,2202.01,3.45,31.91,1055.49,-31.53,163.27,2508.11,0.52,3.07,943.02,-31.55,96.61,3732.21,0.97,41.58,947.54,47.98,125.7,3154.14,0.76,44.62,941.99,No
6.55,1401.72,15.39,-37.44,109.48,3938.06,1.65,1.48,1058.14,-38.5,101.65,3192.52,3.21,14.68,1058.17,-38.81,111.27,3152.07,2.39,35.3,946.65,45.51,118.22,3282.43,0.46,41.27,1056.64,44.07,142.6,2171.46,0.44,9.96,944.83,No
22.81,1605.33,30.81,-22.05,55.71,817.2,7.87,97.15,1029.99,22.56,73.51,1707.35,7.84,68.02,989.59,-18.79,88.42,752.42,7.3,59.34,1013.14,39.82,67.75,1505.08,6.2,75.71,1035.18,-29.79,20.36,1626.87,4.3,86.42,1048.64,Yes
2.11,1343,12.19,44.9,153.81,3968.65,2.13,10.44,1055.64,-31.84,138.72,2603.33,2.55,43.08,1057.79,-31.79,134.4,3636.44,0.22,24.14,1055.93,-33.04,94.56,3195,1.7,44.65,948.36,48.2,100.13,3046.02,1.5,21.87,945.88,No
23.52,1529.48,24.85,4.88,27.14,995.15,4.31,97.48,1028.88,-20.38,53.63,1606.39,4.51,86.94,1000.97,18.05,63,369.94,6.06,57.05,965.14,-14.37,15.64,726.1,4.55,61.21,1004.08,-24.74,22.88,354.93,6.66,57.65,964.76,Yes
8.33,690.67,2.25,-32.84,164.84,2690.98,2.32,21.75,943.71,49.25,114.95,2707.3,2.74,37.49,943.83,42.94,146.57,3704.28,0.1,39.02,1053.43,-38.22,123.92,3485.08,0.99,24.74,1058.08,-34.2,168.54,3964.99,1.76,9.88,1052.22,No
21.17,1826.1,25.19,37.15,79.49,341.61,4.58,88.64,1048.41,-29.56,54.46,835.39,6.74,95.44,1048.83,3.77,33.13,1414.34,6.41,93.52,1008.29,9.78,58.15,1550.2,5.36,86.73,1010.62,3.82,39.09,1602.8,4.34,88.98,968.08,Yes
20.56,1611.45,20.93,22.02,2.21,1449.09,6.77,92.96,986.36,8.84,60.85,297.42,7.77,94.71,957.49,5.9,84.69,1371.46,7.04,99.36,955.48,18.33,77.56,118.35,6.58,62.27,1025.64,0.96,33.82,600.53,6.12,57.38,1024.73,Yes
3.03,938.56,16.84,47.45,110.43,2874.41,0.88,17.5,944.44,42.53,121.66,2628.89,1.47,1.54,943.46,44.83,108.82,2008.42,2.94,46.74,944.14,-37.29,117.67,3111.03,0.59,44.97,940.67,42.95,147.1,2954.67,1.17,5.99,940.55,No
28.28,1647.27,27.8,29.15,61.65,716.01,5.78,59.22,980.33,-22.45,73.01,484.18,4.1,87.37,970.92,-25.98,37.14,503.16,4.81,66.73,968.27,-26.19,8.6,1439.43,7.93,75.74,1008.7,6.38,37.28,1928.56,7.06,52.48,999.33,Yes
20.78,2584.26,39.86,7.61,33.86,1011.34,5.45,64.14,1024.05,0.25,22.25,933.65,4.08,65.31,956.52,-9.19,48.7,1279.43,4.82,56.15,1015.52,13.31,8.67,1519.12,6.71,96.54,990.72,16.39,72.28,631.1,4.68,84.91,1039.52,Yes
7.02,1227.43,8.54,-34.18,157.34,2364.29,1.66,23.62,1058.75,45.58,119.56,2429.79,2.03,18.15,1059.01,-31.93,146.22,2978.62,2.63,46.38,945.72,-38.3,140.3,3657.54,2.69,15.9,1057.58,43.13,154.74,2720.26,1.97,48.9,942.65,No
27.04,1869.46,25.08,-0.19,53.56,1049.11,6.56,71.99,1001.87,-18.91,4.74,1476.24,5.1,85.71,1006.58,18.29,69.28,1125.53,7.69,50.32,981.89,7.13,66.85,136.91,5.31,84.82,959.86,-14.12,35.78,1422.94,5.28,63.8,979.82,Yes
15.19,1838.73,39.82,38.42,45.05,948.83,6.07,53.92,968.53,-17.57,21.54,691.35,5.86,76.52,1024.61,-7.14,9.85,495.21,4.51,63.11,1049.34,21.2,57.14,785.92,7.57,95.36,985.35,-20.03,14.29,1192.61,7.75,51.42,1031.87,Yes
1.2,1210.06,6.45,42.33,112.76,2432.6,3.24,17.05,1055.69,45.63,179.91,2360.02,1.34,27.92,1051.19,-31.44,121.72,3484.95,1.85,48.25,1058.74,-38.45,119.37,2235.39,0.97,25.14,940.88,-36.36,169.79,3274.04,1.5,3.22,940.9,No
29.86,2829.58,33.99,17.12,18.46,844.35,6.48,56.03,1033.32,34.69,26.78,214.06,4.3,62.91,998.56,1.73,56.56,957.46,6.61,87.01,1010.57,8.17,72.67,469.19,4.4,97.29,1049.73,-26.11,33.98,1521.7,4.7,76.3,1022.78,Yes
28.04,2682.8,39.44,-17.96,57.02,642.27,4.08,84.03,991.75,38.88,12.62,46.12,4.11,99.18,1023.25,-16.34,10.37,1096.48,7.52,87.25,960.29,-6.52,86.05,492.76,6.01,66.27,1005.15,21.24,87.99,1149.92,5.76,55.33,1044.87,Yes
24.45,2582.96,27.37,-11.37,64.43,481.02,4.48,68.37,1010.82,-9.06,11.29,230.53,6.3,66.23,963.57,2.47,79.73,1402.15,5.67,98.13,1018.84,11.94,62.51,1124.99,4.19,57.14,1026.09,28.9,23.53,1188.65,7.26,66.64,1041.83,Yes
3.79,997.7,18.37,42.99,92.91,2636.58,1.5,0.28,1055.31,44.9,136.55,3014.01,1.81,9.65,1058.35,-35.49,135.63,3544.45,1.67,35.9,946.73,-35.71,141.01,3425.04,1.18,21.82,946.53,41.36,99.42,3257.54,2.32,49.03,1051.83,No
17.6,2588.77,23.37,-29.04,55.6,534.77,4.77,56.8,956.78,-15.74,18.25,1871.79,4.08,71.39,990.74,-7.74,79.27,384.63,6.08,62.77,985.29,13.08,3.91,768.19,7.32,64.01,952.63,6.05,5.57,255.87,6.99,68.06,1025.2,Yes
9.77,480.41,14.21,-35.1,135.42,2817.2,0.71,18.5,1054.09,42.89,109.64,3525.21,3.13,43.25,1057.54,-35.25,101.46,2671.74,2.61,46.96,1053.74,-37.53,111.96,3358.59,0.35,34.93,943.05,-37.94,138.58,3411.32,1.45,42.74,947.87,No
21.39,2625.03,30.97,-28.75,7.87,989.22,7.72,78.89,954.66,37.91,74.64,577.48,6.72,52.96,969.33,39.7,57.74,1585.5,7.92,73.59,999.79,-15.18,61.58,216.94,4.21,51.98,950.84,38.32,83.04,240.22,5.42,58.05,970.46,Yes
21.6,2462.78,39.97,30.28,86.89,1467.74,7.88,80.52,955.14,-3.95,48.55,1065.25,5,84.3,1008.98,-14.31,23.29,1361.54,5.1,65.76,963.83,4.74,13.04,1286.5,6.31,74.62,1014.4,38.47,28.44,757.09,4.47,66.02,984.23,Yes
28,2534.7,35.67,-20.94,85.34,646.92,6.07,97.02,1028.54,15.67,43.48,1664.34,4.29,61.68,974.3,-10.39,12.86,1120.01,5.81,62.07,963.47,12.67,39.33,375.9,7.08,95.68,969.96,20.22,14.34,480.23,6.81,64.03,971.05,Yes
11.21,1053.36,16.34,-31.42,117.8,2215.16,0.81,13.8,1057.34,-38.94,95.88,2585.23,1.04,32.78,944.42,-38.42,177.13,3524.69,1.05,29.08,1051.29,47.27,156.29,3651.98,1.97,11.23,942.96,-35.99,175.55,2361.67,0.14,21.93,943.41,No
3.48,1348.23,0.15,-37.87,121.06,2030.47,1.49,14.1,940.52,-33.8,151.59,2862.2,0.34,40.78,943.53,-34.81,105.62,2663.56,0.26,38.25,947.62,-35.3,121.33,3488.44,2.79,40.33,945.53,-36.33,153.23,3426.33,0.19,22.27,941.48,No
1.73,848.69,7.74,-34.24,148.72,2315.16,1.56,27.55,1058.36,46.14,157.27,2378.27,1.1,7.21,1060,47.86,95.45,3456.3,0.03,37.85,947.78,-38.84,123.62,2426.25,2.28,4.77,940.52,-36.6,107.91,3872.84,2.78,29.51,945.83,No
10.01,464.56,13.72,46.9,151.69,3242.78,2.18,27.79,1052.49,-31.05,170.21,2325.51,3.1,5.7,1055.4,-34.07,140.71,3187.37,1.15,38.53,1057.07,-35.91,104.89,2701.14,2.98,45.4,948.87,41.49,114.4,2636.55,2.75,22.74,947.74,No
11.41,1285.64,16.18,-39.77,150.56,3327.22,3.13,17.64,947.64,-32.92,119.73,2691.78,0.49,48.11,1054.4,-33.71,173.83,2709.89,2.04,8.74,1059.77,-39.85,110.98,3054.93,1.1,31.97,1059.18,47.52,142.35,3151.32,0.98,26.26,1055.66,No
22.89,1680.61,27.81,-4.9,43.95,1315.26,5.54,79.65,953.91,-4.75,1.89,616.47,4.06,95.89,957.49,-27.56,20.27,1558.17,6.63,82.38,989.28,26.2,85.62,1604.32,7.43,73.03,1005.33,-21.2,36.73,768.95,6.28,84.71,1005.41,Yes
1.23,951.24,12.21,49.16,178.22,2194.17,1.34,22.1,1052.71,47.95,102.83,2391.18,2.89,46.47,940.45,-35.2,169.93,3616.14,1.73,31.86,1059.08,-36.24,144.94,3156.42,3.42,44.5,942.1,47.09,152.8,2841.92,3.34,44.09,1058.42,No
13.22,1248.86,9.47,41.77,133.06,2062.77,2,13.32,1051.31,-34.39,150.37,3489.84,1.45,10.06,946.89,46.69,140.18,3419.97,2,30.67,940.64,43.35,154.92,3653.93,1.37,23.44,1055.77,-39.11,149.59,3458.67,2.65,47.5,1057.74,No
16.83,2166.19,32.16,22.54,69.71,616.05,5.82,79.4,1012.25,-8.78,5.29,593.6,4.03,67.95,977.66,-18.9,9.07,1691.4,6.39,92.2,952.1,38.89,33.22,1221.62,4.25,56.62,968.92,1.55,52.29,952.24,5.84,62.97,973.67,Yes
7.91,410.17,9.78,-38.18,101.37,2488.92,2.81,23.11,1052.98,41.89,135.08,3882.33,2.52,38.31,1052.71,-37.12,176.84,3726.71,0.6,48.67,948.88,-38.25,160.99,3121.71,2.15,8.54,1059.78,-39.36,153.16,3366.85,2.06,13.45,1054.49,No
1.7,88.08,2.51,-34.45,167.43,3630.06,2.85,19.26,943,-32.97,98.78,3828.96,0.05,11.11,1051.08,48.48,152.23,2217.53,0.88,38.67,1059.76,49.24,124.22,2068.18,2.82,0.93,1058.43,-38.86,142.64,3393.54,1.76,30.99,1052.83,No
21.37,2463.55,28.56,-19.13,17.52,250.81,7.69,92.97,954.76,-23.6,52.04,609.53,7.98,62.92,1005.48,-12.01,59.38,1021.91,5.28,50.78,1016.08,-19.2,28.68,223.12,4.69,73.98,1035.72,25.49,39.89,1420.2,6.38,78.71,1003.05,Yes
3.28,111.88,4.36,-35.75,156.47,2011.6,0.8,6.1,1056.93,46.11,139.58,3163.28,0.44,20.54,945.59,45.43,118.26,2617.87,2.75,37.89,1053.62,-38.86,161.23,2387.45,2.83,32.39,943.39,-31.79,162.95,2596.65,2.33,26.99,1054.4,No
20.81,2247.63,22.27,-23.09,64.72,1061.03,4.74,71.27,974.15,2.82,17.74,350.78,5.9,68.23,968.02,2.19,45.62,107.72,4.27,52.11,966.43,-29.53,20.43,189.87,7.03,96.52,1044.61,31.23,35.96,1227.02,4.75,92.83,997.78,Yes
2.04,633.02,8.77,-38.98,162.52,2257.01,2.43,37.13,942.63,-38.32,106.16,3134.08,0.35,40.63,946.73,-36.29,126.51,3679.34,3.02,43.53,1058.88,-39.41,167.53,3882.07,1.63,24.89,1051.16,43.72,109.95,3518.15,1.49,2.98,942.2,No
26.25,1568.53,33.04,0.15,12.23,73.18,6.81,73.86,972.61,-0.74,21.18,797.97,5.72,65.33,1015.25,1.99,85.54,1991.08,5.05,78.64,1002.81,26.8,12.58,168.1,6.85,76.76,1002.3,21.08,87.97,66,6.05,73.6,989.55,Yes
10.45,291.42,11.35,-35.68,118.07,2522.82,2.93,12.91,940.82,-39.43,102.65,2093.29,2.98,31.79,1055.6,45.81,119.83,3298.21,2.81,37.54,942.77,-38.67,127.4,3271.95,0.15,32.51,1055.66,44.27,157.64,3757.64,1.81,9.21,948.65,No
12.97,411.83,7.26,-39.6,131.38,2470.51,2.3,5.31,1058.1,-31.99,166.35,3624.25,1,6.1,942.74,44.82,123.76,3237.88,2.92,21.82,1054.62,43.6,169.45,3025.49,3.27,11.23,945.63,-37.5,91.27,3191.49,1.92,23.29,1053.47,No
21.92,2579.27,38.08,7.87,1.27,1069.91,7.63,52.37,1027.45,19.37,67.24,169.86,6.08,84.93,1023.4,-24.49,75.16,1175.34,4.05,71.18,1027.87,33.35,18.79,848.71,7.7,88.35,962.56,35.75,54.95,523.75,4.19,97.71,1024.43,Yes
11.08,625.96,7.59,45.2,118.01,3821.15,1.1,22.06,1054.92,-32.2,139.89,3515.45,1.23,6.11,940.89,41.96,110.39,2867.03,2.76,8.11,945.86,-34.58,168.09,3315.68,1.23,41.92,1052.64,-31.93,155.81,2825.57,2.24,24.23,946.38,No
10.97,1241.71,7.32,-39.01,164.34,3553.33,3.44,4.88,1053.57,-33.01,133.56,2157.59,0.1,41.51,944.56,-38.99,169.28,3677.98,1.41,15.42,1055.85,49.38,159.67,3994.06,2.49,38.86,1053.9,44.65,102.93,3504.28,1.8,6.3,1059.62,No
16.05,1729.62,38.07,23.58,3.37,944.16,6.88,57.8,951.11,11.27,52.01,696.99,6.55,59.26,970.09,22.95,32.92,26.2,7.59,56.14,1036.88,27.22,83.77,440.15,4.54,74.79,962.41,27.48,84.14,155.8,7.19,55.46,1012.17,Yes
